time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
1768819201.481086   19.671    0.492    3.000    3.000    0.797 | -4.730    7.574    0.128
1768819201.522442   7.976    0.199    3.000    2.889    0.690 | -4.730    7.574    0.128
1768819201.569055   22.355    0.559    2.928    1.669    0.968 | -4.741    7.581    0.128
1768819201.593642   28.810    0.720    2.706    2.919    0.640 | -4.741    7.581    0.128
1768819201.617839   19.655    0.491    3.000    2.108    -0.809 | -4.783    7.590    0.129
1768819201.644702   0.000    0.000    3.000    2.784    -0.192 | -4.783    7.590    0.129
1768819201.672773   16.247    0.406    3.000    1.933    0.800 | -4.866    7.612    0.129
1768819201.701985   28.831    0.721    3.000    2.831    1.000 | -4.866    7.612    0.129
1768819201.731633   35.183    0.880    1.892    2.682    -0.291 | -4.956    7.649    0.129
1768819201.761538   17.696    0.442    2.550    1.814    -0.388 | -4.956    7.649    0.129
1768819201.798033   39.139    0.978    3.000    2.566    0.580 | -5.043    7.687    0.129
1768819201.825858   32.285    0.807    2.925    3.000    0.026 | -5.043    7.687    0.129
1768819201.857075   4.646    0.116    2.283    3.000    -0.340 | -5.182    7.768    0.130
1768819201.881669   4.899    0.122    3.000    3.000    -0.133 | -5.182    7.768    0.130
1768819201.908113   22.948    0.574    2.941    2.226    -0.736 | -5.317    7.869    0.130
1768819201.935403   13.513    0.338    1.383    3.000    0.879 | -5.317    7.869    0.130
1768819201.960926   37.961    0.949    2.629    2.805    0.758 | -5.397    7.938    0.130
1768819201.989530   28.848    0.721    2.955    3.000    0.139 | -5.397    7.938    0.130
1768819202.014284   17.213    0.430    2.349    2.952    -0.010 | -5.486    8.028    0.131
1768819202.043233   11.843    0.296    2.811    2.295    -0.967 | -5.486    8.028    0.131
1768819202.081898   32.779    0.819    2.563    3.000    0.205 | -5.554    8.104    0.131
1768819202.117862   9.626    0.241    2.621    3.000    -0.682 | -5.554    8.104    0.131
1768819202.147904   18.830    0.471    3.000    3.000    -0.203 | -5.634    8.189    0.131
1768819202.181792   35.296    0.882    2.902    2.486    0.668 | -5.634    8.189    0.131
1768819202.214064   22.440    0.561    3.000    2.203    -0.914 | -5.717    8.283    0.131
1768819202.244094   32.892    0.822    2.910    1.877    0.052 | -5.717    8.283    0.131
1768819202.275877   30.656    0.766    2.318    3.000    -0.582 | -5.745    8.326    0.130
1768819202.304236   37.303    0.933    2.362    2.919    -0.350 | -5.745    8.326    0.130
1768819202.340053   9.995    0.250    2.990    2.147    0.311 | -5.762    8.377    0.130
1768819202.371471   40.000    1.000    3.000    2.980    -0.832 | -5.762    8.377    0.130
1768819202.400440   37.360    0.934    3.000    2.469    -0.735 | -5.778    8.442    0.130
1768819202.428461   26.211    0.655    2.175    2.432    -0.934 | -5.778    8.442    0.130
1768819202.461656   28.238    0.706    2.959    3.000    -1.000 | -5.782    8.513    0.130
1768819202.494032   19.658    0.491    3.000    3.000    0.331 | -5.782    8.513    0.130
1768819202.533193   40.000    1.000    3.000    3.000    -1.000 | -5.788    8.581    0.130
1768819202.562344   16.825    0.421    3.000    2.452    1.000 | -5.788    8.581    0.130
1768819202.593197   33.328    0.833    3.000    3.000    0.401 | -5.798    8.654    0.130
1768819202.623736   3.296    0.082    2.634    2.661    0.883 | -5.798    8.654    0.130
1768819202.650765   15.989    0.400    2.856    3.000    -0.331 | -5.793    8.749    0.130
1768819202.675660   23.623    0.591    2.918    3.000    0.106 | -5.793    8.749    0.130
1768819202.704901   39.808    0.995    3.000    -0.062    -0.291 | -5.780    8.793    0.130
1768819202.736495   40.000    1.000    3.000    2.484    -0.246 | -5.780    8.793    0.130
1768819202.764076   35.261    0.882    3.000    3.000    -0.202 | -5.767    8.829    0.130
1768819202.791870   37.637    0.941    2.184    2.655    0.535 | -5.767    8.829    0.130
1768819202.819027   40.000    1.000    3.000    2.806    -0.203 | -5.732    8.893    0.131
1768819202.851153   13.605    0.340    3.000    1.695    0.276 | -5.732    8.893    0.131
1768819202.886131   19.046    0.476    2.946    2.547    -1.000 | -5.710    8.932    0.131
1768819202.922394   27.924    0.698    2.865    2.724    -0.416 | -5.710    8.932    0.131
1768819202.951425   2.590    0.065    3.000    2.405    0.196 | -5.692    8.994    0.132
1768819202.982306   40.000    1.000    2.920    3.000    -0.031 | -5.692    8.994    0.132
1768819203.010770   15.574    0.389    3.000    2.417    -0.178 | -5.677    9.059    0.133
1768819203.035832   40.000    1.000    3.000    1.626    0.730 | -5.677    9.059    0.133
1768819203.072401   34.071    0.852    3.000    -1.723    -0.427 | -5.691    9.091    0.134
1768819203.104961   28.341    0.709    3.000    2.997    -0.431 | -5.691    9.091    0.134
1768819203.130953   27.255    0.681    3.000    1.803    -1.000 | -5.712    9.100    0.135
1768819203.157606   38.660    0.966    2.650    -0.077    -0.514 | -5.712    9.100    0.135
1768819203.186301   31.282    0.782    3.000    3.000    -0.569 | -5.720    9.076    0.136
1768819203.231635   34.566    0.864    3.000    3.000    0.392 | -5.720    9.076    0.136
1768819203.275685   37.484    0.937    3.000    -1.972    -1.000 | -5.717    8.990    0.137
1768819203.309166   8.066    0.202    3.000    2.978    -0.515 | -5.717    8.990    0.137
1768819203.339124   18.956    0.474    3.000    3.000    -0.513 | -5.695    8.902    0.137
1768819203.363664   31.263    0.782    3.000    1.283    -0.865 | -5.695    8.902    0.137
1768819203.389707   4.810    0.120    3.000    1.887    0.782 | -5.630    8.777    0.138
1768819203.428697   34.724    0.868    3.000    0.059    -0.828 | -5.630    8.777    0.138
1768819203.465853   21.042    0.526    2.750    1.616    0.021 | -5.538    8.634    0.139
1768819203.501655   7.332    0.183    3.000    1.480    -0.323 | -5.538    8.634    0.139
1768819203.541662   38.241    0.956    2.786    0.911    0.875 | -5.466    8.536    0.139
1768819203.583463   21.028    0.526    3.000    1.910    -0.872 | -5.466    8.536    0.139
1768819203.638207   37.454    0.936    3.000    -0.478    -1.000 | -5.327    8.363    0.140
1768819203.688391   24.097    0.602    3.000    0.568    -0.205 | -5.327    8.363    0.140
1768819203.733197   34.458    0.861    3.000    -0.542    0.443 | -5.208    8.171    0.141
1768819203.775180   0.000    0.000    3.000    0.043    -0.767 | -5.208    8.171    0.141
1768819203.812061   22.903    0.573    3.000    -0.117    -0.853 | -5.174    8.108    0.141
1768819203.846484   13.000    0.325    3.000    -0.558    -0.310 | -5.174    8.108    0.141
1768819203.885824   40.000    1.000    3.000    -2.010    0.548 | -5.124    8.004    0.141
1768819203.933130   14.775    0.369    3.000    -2.603    -1.000 | -5.124    8.004    0.141
1768819203.990144   9.783    0.245    2.996    -2.929    -0.246 | -5.047    7.858    0.142
1768819204.021292   16.223    0.406    3.000    -3.000    -0.160 | -5.047    7.858    0.142
1768819204.052800   37.799    0.945    2.867    -3.000    -0.701 | -5.017    7.742    0.142
1768819204.081394   3.794    0.095    3.000    -2.544    -0.821 | -4.993    7.664    0.142
1768819204.107411   34.405    0.860    2.790    -3.000    -0.596 | -4.993    7.664    0.142
1768819204.140847   18.025    0.451    3.000    -1.533    -0.461 | -4.970    7.577    0.142
1768819204.179536   13.556    0.339    3.000    -2.736    0.183 | -4.970    7.577    0.142
1768819204.206324   34.022    0.851    2.711    -3.000    -0.885 | -4.959    7.492    0.142
1768819204.232139   19.145    0.479    3.000    -3.000    0.654 | -4.959    7.492    0.142
1768819204.258036   7.539    0.188    3.000    -1.571    0.863 | -4.950    7.375    0.141
1768819204.286069   33.420    0.836    2.399    -2.603    0.066 | -4.950    7.375    0.141
1768819204.317047   16.510    0.413    2.805    -0.748    0.260 | -4.956    7.290    0.141
1768819204.348056   40.000    1.000    3.000    -2.713    -0.125 | -4.956    7.290    0.141
1768819204.376784   35.933    0.898    3.000    -3.000    -0.801 | -4.954    7.175    0.141
1768819204.402622   26.832    0.671    3.000    -2.840    -0.091 | -4.954    7.175    0.141
1768819204.436872   16.392    0.410    2.304    -2.166    0.214 | -4.939    7.075    0.141
1768819204.466375   3.383    0.085    3.000    -2.252    -0.847 | -4.939    7.075    0.141
1768819204.496360   30.680    0.767    3.000    -2.830    -0.902 | -4.880    6.928    0.141
1768819204.531262   26.660    0.667    2.800    -3.000    0.152 | -4.880    6.928    0.141
1768819204.584802   26.507    0.663    3.000    -2.600    0.784 | -4.829    6.847    0.141
1768819204.615333   40.000    1.000    3.000    -2.862    0.211 | -4.829    6.847    0.141
1768819204.640156   14.724    0.368    3.000    -2.073    0.095 | -4.800    6.805    0.141
1768819204.664210   25.904    0.648    3.000    -2.807    0.940 | -4.800    6.805    0.141
1768819204.690791   40.000    1.000    3.000    -3.000    0.498 | -4.743    6.726    0.140
1768819204.720146   40.000    1.000    2.919    -2.565    0.246 | -4.743    6.726    0.140
1768819204.750118   21.815    0.545    3.000    -2.961    0.376 | -4.719    6.684    0.140
1768819204.781208   0.000    0.000    2.968    -3.000    -0.480 | -4.719    6.684    0.140
1768819204.808489   37.576    0.939    2.929    -3.000    -0.038 | -4.682    6.650    0.140
1768819204.838478   20.616    0.515    2.313    -2.924    1.000 | -4.682    6.650    0.140
1768819204.863056   0.000    0.000    2.172    -3.000    -0.600 | -4.632    6.615    0.140
1768819204.888268   16.174    0.404    2.684    -3.000    -0.761 | -4.632    6.615    0.140
1768819204.935046   30.704    0.768    3.000    -3.000    0.077 | -4.586    6.598    0.139
1768819204.978671   13.051    0.326    2.465    -2.543    0.706 | -4.586    6.598    0.139
1768819205.028737   28.199    0.705    3.000    -3.000    -0.578 | -4.540    6.588    0.139
1768819205.067122   9.334    0.233    1.745    -2.612    -0.139 | -4.540    6.588    0.139
1768819205.100974   6.746    0.169    3.000    -3.000    0.364 | -4.498    6.589    0.139
1768819205.126024   15.082    0.377    2.547    -3.000    0.582 | -4.498    6.589    0.139
1768819205.151807   23.853    0.596    3.000    -3.000    0.194 | -4.450    6.592    0.139
1768819205.183649   40.000    1.000    2.437    -2.866    0.845 | -4.450    6.592    0.139
1768819205.210639   11.245    0.281    2.198    -3.000    -0.813 | -4.400    6.606    0.138
1768819205.246914   13.125    0.328    0.166    -3.000    -0.769 | -4.400    6.606    0.138
1768819205.276455   0.000    0.000    1.922    -3.000    -0.799 | -4.352    6.617    0.138
1768819205.306466   18.475    0.462    -0.528    -3.000    -0.183 | -4.352    6.617    0.138
1768819205.331088   14.575    0.364    1.075    -2.897    -0.716 | -4.302    6.641    0.138
1768819205.360456   0.649    0.016    0.124    -2.837    -0.737 | -4.272    6.664    0.139
1768819205.390100   29.973    0.749    1.453    -2.786    0.659 | -4.272    6.664    0.139
1768819205.419951   4.747    0.119    -0.004    -3.000    -1.000 | -4.231    6.690    0.139
1768819205.456823   32.094    0.802    0.019    -3.000    -0.801 | -4.231    6.690    0.139
1768819205.486811   11.322    0.283    -2.596    -2.978    0.443 | -4.208    6.716    0.139
1768819205.512664   28.717    0.718    -0.134    -3.000    -0.869 | -4.208    6.716    0.139
1768819205.539196   3.840    0.096    1.148    -3.000    0.783 | -4.199    6.764    0.139
1768819205.565876   40.000    1.000    1.578    -3.000    -1.000 | -4.199    6.764    0.139
1768819205.592794   0.000    0.000    0.467    -2.776    -1.000 | -4.208    6.813    0.139
1768819205.624756   0.000    0.000    1.489    -2.758    -0.102 | -4.208    6.813    0.139
1768819205.674455   24.027    0.601    -2.763    -3.000    -0.142 | -4.227    6.899    0.138
1768819205.711179   33.223    0.831    -1.190    -3.000    0.150 | -4.227    6.899    0.138
1768819205.742423   25.589    0.640    0.991    -2.755    0.601 | -4.251    6.972    0.138
1768819205.773404   40.000    1.000    -0.358    -3.000    0.342 | -4.251    6.972    0.138
1768819205.808712   0.000    0.000    -0.513    -3.000    -1.000 | -4.287    7.021    0.138
1768819205.859892   22.152    0.554    0.669    -3.000    -0.065 | -4.287    7.021    0.138
1768819205.936236   7.504    0.188    2.803    -3.000    0.470 | -4.342    7.050    0.137
1768819205.966078   0.000    0.000    0.408    -3.000    0.533 | -4.342    7.050    0.137
1768819205.992928   35.719    0.893    0.390    -2.834    -0.279 | -4.382    7.059    0.137
1768819206.024703   4.583    0.115    1.036    -3.000    -0.233 | -4.382    7.059    0.137
1768819206.056564   8.107    0.203    1.132    -2.794    -0.667 | -4.431    7.070    0.137
1768819206.081928   2.699    0.067    -2.930    -3.000    -1.000 | -4.431    7.070    0.137
1768819206.122146   32.468    0.812    1.511    -3.000    -0.873 | -4.476    7.098    0.138
1768819206.154060   25.903    0.648    -1.385    -3.000    -0.809 | -4.476    7.098    0.138
1768819206.186483   23.241    0.581    -1.274    -3.000    -0.490 | -4.505    7.110    0.138
1768819206.218169   7.782    0.195    -3.000    -3.000    -1.000 | -4.505    7.110    0.138
1768819206.251527   36.297    0.907    -2.839    -2.913    -0.801 | -4.529    7.111    0.138
1768819206.277137   40.000    1.000    -1.378    -2.645    -0.699 | -4.529    7.111    0.138
1768819206.309024   0.000    0.000    -2.575    -3.000    -0.080 | -4.538    7.106    0.139
1768819206.346035   14.932    0.373    -2.967    -2.933    -0.333 | -4.538    7.106    0.139
1768819206.371874   39.243    0.981    -2.382    -2.533    -1.000 | -4.541    7.103    0.139
1768819206.397583   12.559    0.314    -1.797    -3.000    -0.606 | -4.541    7.103    0.139
1768819206.425011   40.000    1.000    -1.727    -3.000    -0.272 | -4.543    7.104    0.140
1768819206.448926   40.000    1.000    -2.686    -3.000    -0.972 | -4.544    7.112    0.140
1768819206.476819   22.866    0.572    -3.000    -2.780    -0.884 | -4.544    7.112    0.140
1768819206.505126   23.316    0.583    -3.000    -3.000    -0.878 | -4.543    7.126    0.141
1768819206.541148   6.952    0.174    -2.034    -3.000    -0.449 | -4.543    7.126    0.141
1768819206.568354   40.000    1.000    -2.061    -3.000    -0.229 | -4.546    7.152    0.142
1768819206.602124   21.762    0.544    -2.995    -3.000    0.757 | -4.546    7.152    0.142
1768819206.630416   34.595    0.865    -2.376    -3.000    -0.689 | -4.551    7.197    0.143
1768819206.668648   40.000    1.000    -1.492    -3.000    0.551 | -4.551    7.197    0.143
1768819206.704307   27.658    0.691    -2.046    -3.000    0.703 | -4.564    7.253    0.144
1768819206.737876   40.000    1.000    -1.780    -3.000    -0.009 | -4.564    7.253    0.144
1768819206.769647   7.700    0.192    -1.856    -3.000    0.352 | -4.579    7.314    0.145
1768819206.798712   0.267    0.007    -1.324    -3.000    0.256 | -4.600    7.389    0.146
1768819206.825851   23.989    0.600    0.184    -3.000    0.745 | -4.600    7.389    0.146
1768819206.850137   16.083    0.402    0.593    -3.000    -0.336 | -4.636    7.523    0.147
1768819206.881702   23.573    0.589    -2.376    -3.000    -0.212 | -4.636    7.523    0.147
1768819206.912905   40.000    1.000    -0.214    -2.936    -0.905 | -4.663    7.641    0.148
1768819206.940247   15.941    0.399    3.000    -2.937    0.627 | -4.663    7.641    0.148
1768819206.968318   17.429    0.436    0.742    -3.000    -0.031 | -4.697    7.781    0.148
1768819206.996490   29.107    0.728    2.583    -2.831    -0.907 | -4.697    7.781    0.148
1768819207.031049   6.850    0.171    0.849    -3.000    -1.000 | -4.719    7.924    0.149
1768819207.067440   22.812    0.570    1.493    -1.873    -0.848 | -4.719    7.924    0.149
1768819207.108408   26.305    0.658    2.893    -3.000    0.621 | -4.717    8.001    0.149
1768819207.143698   40.000    1.000    -1.218    -3.000    1.000 | -4.717    8.001    0.149
1768819207.178542   32.137    0.803    2.750    -2.794    -1.000 | -4.722    8.107    0.149
1768819207.207682   0.000    0.000    0.550    -2.844    0.298 | -4.722    8.107    0.149
1768819207.235125   33.769    0.844    2.436    -3.000    -1.000 | -4.717    8.196    0.149
1768819207.265470   10.065    0.252    1.082    -2.992    0.129 | -4.717    8.196    0.149
1768819207.295874   13.684    0.342    1.378    -3.000    -0.643 | -4.703    8.254    0.149
1768819207.321987   11.376    0.284    3.000    -2.851    0.496 | -4.703    8.254    0.149
1768819207.347402   0.114    0.003    3.000    -3.000    -0.959 | -4.675    8.322    0.149
1768819207.375463   18.279    0.457    2.784    -3.000    -0.692 | -4.675    8.322    0.149
1768819207.408048   8.755    0.219    2.214    -3.000    -0.189 | -4.655    8.393    0.149
1768819207.435265   6.815    0.170    1.076    -3.000    -0.610 | -4.655    8.393    0.149
1768819207.473610   14.654    0.366    3.000    -3.000    -0.677 | -4.642    8.444    0.148
1768819207.501664   19.750    0.494    1.240    -3.000    -0.844 | -4.642    8.444    0.148
1768819207.526961   1.176    0.029    1.757    -2.239    -1.000 | -4.626    8.519    0.148
1768819207.553742   40.000    1.000    1.520    -3.000    -0.457 | -4.626    8.519    0.148
1768819207.582398   40.000    1.000    3.000    -3.000    -0.312 | -4.618    8.579    0.148
1768819207.618341   9.341    0.234    1.957    -3.000    -1.000 | -4.618    8.579    0.148
1768819207.648854   0.000    0.000    2.600    -3.000    0.530 | -4.606    8.670    0.148
1768819207.685841   8.856    0.221    3.000    -3.000    -0.553 | -4.606    8.670    0.148
1768819207.712239   35.474    0.887    2.599    -2.648    0.523 | -4.619    8.763    0.148
1768819207.736818   22.884    0.572    2.390    -3.000    -0.826 | -4.619    8.763    0.148
1768819207.762330   0.422    0.011    3.000    -3.000    -0.202 | -4.642    8.850    0.149
1768819207.797887   27.839    0.696    2.154    -3.000    -0.916 | -4.642    8.850    0.149
1768819207.829722   3.777    0.094    -0.425    -3.000    -0.353 | -4.667    8.931    0.150
1768819207.872026   20.349    0.509    3.000    -2.664    0.965 | -4.667    8.931    0.150
1768819207.897879   18.786    0.470    2.992    -3.000    0.305 | -4.680    9.014    0.150
1768819207.924350   25.583    0.640    2.422    -3.000    0.871 | -4.680    9.014    0.150
1768819207.956314   6.494    0.162    0.335    -3.000    0.247 | -4.678    9.120    0.151
1768819207.984558   8.438    0.211    3.000    -3.000    0.577 | -4.678    9.120    0.151
1768819208.011672   11.774    0.294    1.657    -3.000    0.628 | -4.657    9.233    0.152
1768819208.043754   37.261    0.932    2.234    -2.968    -0.681 | -4.657    9.233    0.152
1768819208.071976   38.691    0.967    2.891    -2.669    -0.598 | -4.637    9.320    0.152
1768819208.103584   0.000    0.000    3.000    -3.000    -0.738 | -4.637    9.320    0.152
1768819208.128629   10.008    0.250    3.000    -2.984    -0.892 | -4.630    9.408    0.153
1768819208.156402   20.953    0.524    3.000    -2.977    -1.000 | -4.630    9.408    0.153
1768819208.192105   23.891    0.597    3.000    -3.000    -1.000 | -4.626    9.485    0.153
1768819208.223890   0.000    0.000    2.983    -3.000    -0.862 | -4.626    9.485    0.153
1768819208.259748   40.000    1.000    3.000    -2.945    -1.000 | -4.631    9.564    0.153
1768819208.286859   40.000    1.000    1.077    -3.000    -1.000 | -4.631    9.564    0.153
1768819208.311610   22.343    0.559    3.000    -2.702    0.575 | -4.634    9.640    0.153
1768819208.340276   27.011    0.675    2.998    -3.000    0.673 | -4.634    9.640    0.153
1768819208.367450   2.335    0.058    3.000    -2.903    -0.797 | -4.617    9.741    0.153
1768819208.393239   15.065    0.377    3.000    -2.628    -0.855 | -4.617    9.741    0.153
1768819208.418993   38.287    0.957    2.117    -3.000    0.094 | -4.576    9.822    0.153
1768819208.447308   0.000    0.000    2.340    -3.000    1.000 | -4.576    9.822    0.153
1768819208.480219   35.268    0.882    2.507    -3.000    0.129 | -4.531    9.896    0.153
1768819208.508108   40.000    1.000    3.000    -2.487    -0.402 | -4.531    9.896    0.153
1768819208.534766   3.505    0.088    2.302    -3.000    0.001 | -4.465    9.996    0.152
1768819208.565007   35.348    0.884    3.000    -2.892    -0.842 | -4.465    9.996    0.152
1768819208.598072   36.641    0.916    2.744    -3.000    -0.300 | -4.381    10.134    0.152
1768819208.627970   39.214    0.980    2.037    -3.000    -0.325 | -4.381    10.134    0.152
1768819208.677208   27.565    0.689    3.000    -3.000    -0.070 | -4.319    10.251    0.152
1768819208.705453   13.576    0.339    2.706    -3.000    -0.767 | -4.319    10.251    0.152
1768819208.732535   5.887    0.147    3.000    -2.694    -1.000 | -4.231    10.397    0.153
1768819208.758365   5.659    0.141    3.000    -3.000    -0.614 | -4.231    10.397    0.153
1768819208.785099   35.902    0.898    1.917    -2.991    0.219 | -4.152    10.513    0.153
1768819208.815044   38.569    0.964    2.972    -2.715    -0.594 | -4.152    10.513    0.153
1768819208.851009   32.193    0.805    3.000    -3.000    -0.721 | -4.041    10.657    0.152
1768819208.882877   26.290    0.657    0.561    -2.820    -0.476 | -4.041    10.657    0.152
1768819208.914846   3.417    0.085    3.000    -2.528    -0.037 | -3.981    10.736    0.152
1768819208.945647   2.764    0.069    3.000    -3.000    0.494 | -3.981    10.736    0.152
1768819208.975587   23.884    0.597    3.000    -3.000    0.235 | -3.923    10.805    0.151
1768819209.001545   39.032    0.976    2.536    -2.805    0.143 | -3.923    10.805    0.151
1768819209.035794   35.389    0.885    2.042    -2.965    0.377 | -3.862    10.849    0.150
1768819209.065331   11.488    0.287    2.557    -2.925    0.414 | -3.862    10.849    0.150
1768819209.119437   30.144    0.754    2.487    -3.000    0.218 | -3.814    10.865    0.149
1768819209.155331   5.924    0.148    3.000    -2.775    1.000 | -3.814    10.865    0.149
1768819209.186011   40.000    1.000    3.000    -3.000    0.645 | -3.734    10.870    0.148
1768819209.211164   13.348    0.334    0.517    -3.000    -0.948 | -3.734    10.870    0.148
1768819209.240453   5.084    0.127    -0.455    -3.000    -1.000 | -3.640    10.884    0.146
1768819209.264910   34.140    0.853    0.741    -2.874    0.855 | -3.640    10.884    0.146
1768819209.293906   38.243    0.956    3.000    -2.979    -0.442 | -3.583    10.888    0.145
1768819209.323247   40.000    1.000    -1.113    -3.000    0.061 | -3.583    10.888    0.145
1768819209.355339   26.338    0.658    3.000    -3.000    0.527 | -3.524    10.902    0.144
1768819209.380652   18.778    0.469    -1.027    -3.000    0.154 | -3.524    10.902    0.144
1768819209.404973   19.342    0.484    2.431    -3.000    -0.178 | -3.484    10.911    0.143
1768819209.432503   32.888    0.822    0.292    -3.000    0.982 | -3.484    10.911    0.143
1768819209.464254   33.657    0.841    2.436    -2.737    -0.899 | -3.441    10.903    0.142
1768819209.496823   9.743    0.244    -0.548    -3.000    0.637 | -3.441    10.903    0.142
1768819209.536922   31.217    0.780    2.806    -3.000    -0.685 | -3.412    10.891    0.142
1768819209.575335   40.000    1.000    0.132    -3.000    0.030 | -3.412    10.891    0.142
1768819209.603607   37.842    0.946    -1.894    -3.000    1.000 | -3.388    10.895    0.140
1768819209.628166   26.470    0.662    -1.059    -3.000    -0.007 | -3.388    10.895    0.140
1768819209.652115   23.370    0.584    3.000    -3.000    0.808 | -3.388    10.906    0.140
1768819209.677878   33.068    0.827    3.000    -3.000    0.679 | -3.388    10.906    0.140
1768819209.708405   20.948    0.524    0.545    -3.000    -0.146 | -3.394    10.910    0.139
1768819209.741599   6.614    0.165    2.295    -2.908    0.653 | -3.394    10.910    0.139
1768819209.777432   2.053    0.051    2.578    -3.000    0.195 | -3.397    10.931    0.139
1768819209.804657   39.199    0.980    3.000    -2.763    -0.112 | -3.397    10.931    0.139
1768819209.829873   3.355    0.084    3.000    -3.000    0.560 | -3.412    10.951    0.136
1768819209.855823   0.000    0.000    2.859    -2.628    0.608 | -3.412    10.951    0.136
1768819209.884376   28.385    0.710    2.736    -3.000    0.444 | -3.449    10.953    0.133
1768819209.928321   21.432    0.536    2.269    -2.772    0.969 | -3.449    10.953    0.133
1768819209.979295   35.664    0.892    2.744    -2.820    -0.423 | -3.502    10.956    0.128
1768819210.020818   14.804    0.370    2.527    -3.000    0.906 | -3.502    10.956    0.128
1768819210.060400   10.098    0.252    3.000    -2.825    0.243 | -3.549    10.947    0.124
1768819210.089580   6.005    0.150    1.940    -2.554    0.042 | -3.549    10.947    0.124
1768819210.116744   15.654    0.391    3.000    -3.000    0.151 | -3.613    10.914    0.116
1768819210.141675   38.497    0.962    2.584    -3.000    0.506 | -3.613    10.914    0.116
1768819210.173101   33.501    0.838    3.000    -3.000    0.761 | -3.661    10.897    0.112
1768819210.205877   30.398    0.760    2.466    -3.000    0.651 | -3.661    10.897    0.112
1768819210.234959   39.702    0.993    2.877    -3.000    0.209 | -3.724    10.883    0.107
1768819210.264782   32.580    0.815    3.000    -3.000    0.432 | -3.724    10.883    0.107
1768819210.293943   25.440    0.636    2.943    -3.000    0.322 | -3.775    10.884    0.102
1768819210.323507   4.109    0.103    2.518    -3.000    0.314 | -3.798    10.892    0.099
1768819210.349982   32.748    0.819    2.872    -2.921    0.954 | -3.798    10.892    0.099
1768819210.381871   36.220    0.906    2.792    -2.191    0.773 | -3.827    10.900    0.095
1768819210.419392   7.186    0.180    2.473    -3.000    0.505 | -3.827    10.900    0.095
1768819210.449486   12.658    0.316    3.000    -2.921    0.999 | -3.836    10.901    0.092
1768819210.476568   33.681    0.842    3.000    -3.000    0.707 | -3.836    10.901    0.092
1768819210.505496   13.582    0.340    3.000    -3.000    0.154 | -3.843    10.905    0.088
1768819210.537571   8.677    0.217    -1.467    -2.585    0.887 | -3.843    10.905    0.088
1768819210.566221   0.000    0.000    3.000    -3.000    -0.881 | -3.859    10.905    0.084
1768819210.602473   4.582    0.115    1.367    -1.291    -0.701 | -3.859    10.905    0.084
1768819210.632785   1.184    0.030    2.535    -2.063    -0.097 | -3.884    10.918    0.081
1768819210.659661   23.805    0.595    3.000    -3.000    -0.006 | -3.884    10.918    0.081
1768819210.686037   25.035    0.626    3.000    -3.000    -0.414 | -3.921    10.942    0.078
1768819210.715757   1.621    0.041    3.000    -1.561    0.770 | -3.921    10.942    0.078
1768819210.749452   37.485    0.937    3.000    -2.926    0.604 | -3.968    10.985    0.075
1768819210.784103   12.483    0.312    3.000    -2.197    0.447 | -3.968    10.985    0.075
1768819210.824427   32.514    0.813    2.499    -2.248    1.000 | -4.000    11.009    0.073
1768819210.855781   0.000    0.000    3.000    -2.634    0.055 | -4.000    11.009    0.073
1768819210.881730   21.089    0.527    3.000    -3.000    0.609 | -4.049    11.027    0.071
1768819210.908005   28.703    0.718    2.964    -3.000    -0.344 | -4.049    11.027    0.071
1768819210.938089   1.778    0.044    3.000    -3.000    0.192 | -4.109    11.027    0.069
1768819210.967403   11.796    0.295    2.889    -1.281    0.892 | -4.109    11.027    0.069
1768819210.999860   20.055    0.501    3.000    -2.543    0.128 | -4.163    11.000    0.067
1768819211.034808   6.759    0.169    3.000    -1.106    0.881 | -4.163    11.000    0.067
1768819211.077035   0.165    0.004    3.000    -2.771    -0.057 | -4.202    10.975    0.065
1768819211.113142   35.438    0.886    2.999    0.053    0.689 | -4.202    10.975    0.065
1768819211.148513   0.000    0.000    3.000    -0.250    0.675 | -4.270    10.927    0.064
1768819211.183598   25.670    0.642    3.000    -0.022    0.652 | -4.270    10.927    0.064
1768819211.212581   0.000    0.000    2.997    3.000    0.294 | -4.343    10.904    0.061
1768819211.251661   12.178    0.304    2.995    -2.534    0.451 | -4.343    10.904    0.061
1768819211.306875   13.416    0.335    3.000    -2.385    0.487 | -4.365    10.898    0.060
1768819211.339796   24.622    0.616    2.890    -2.332    -0.273 | -4.365    10.898    0.060
1768819211.374154   14.536    0.363    2.893    -0.603    0.254 | -4.364    10.888    0.059
1768819211.403725   33.032    0.826    2.804    -1.112    0.315 | -4.364    10.888    0.059
1768819211.437263   21.521    0.538    2.890    -1.581    0.717 | -4.333    10.873    0.058
1768819211.467412   30.708    0.768    3.000    -2.224    0.372 | -4.333    10.873    0.058
1768819211.495660   18.224    0.456    2.541    -0.056    0.435 | -4.285    10.818    0.057
1768819211.533148   3.048    0.076    3.000    3.000    0.741 | -4.285    10.818    0.057
1768819211.564026   40.000    1.000    2.600    3.000    0.468 | -4.255    10.777    0.056
1768819211.594445   7.430    0.186    2.989    3.000    -0.014 | -4.255    10.777    0.056
1768819211.620468   2.702    0.068    2.848    -1.600    0.996 | -4.250    10.739    0.055
1768819211.646442   40.000    1.000    3.000    1.506    0.767 | -4.250    10.739    0.055
