time,  thrust_N,   thrust_norm,    p,  q,  r | x, y, z
43.596000   29.404    0.735    2.255    3.000    -0.346 | 19.489    -32.705    0.217
43.620000   19.807    0.495    -0.735    3.000    -0.628 | 19.543    -32.714    0.216
43.648000   4.257    0.106    2.439    3.000    -0.865 | 19.597    -32.721    0.215
43.676000   3.395    0.085    -0.603    2.893    -0.421 | 19.671    -32.728    0.214
43.700000   4.002    0.100    1.825    3.000    -0.519 | 19.726    -32.731    0.213
43.724000   6.965    0.174    0.358    3.000    -0.720 | 19.800    -32.731    0.213
43.760000   29.900    0.747    2.261    3.000    -0.542 | 19.853    -32.730    0.212
43.784000   40.000    1.000    -0.266    3.000    -0.759 | 19.922    -32.728    0.211
43.808000   36.542    0.914    -1.724    3.000    0.459 | 19.970    -32.723    0.210
43.840000   26.518    0.663    0.147    2.600    0.557 | 20.035    -32.715    0.209
43.864000   37.252    0.931    2.793    3.000    -0.485 | 20.085    -32.708    0.209
43.892000   37.128    0.928    -3.000    3.000    0.145 | 20.135    -32.700    0.208
43.912000   28.809    0.720    1.554    2.894    -0.404 | 20.187    -32.690    0.208
43.940000   16.478    0.412    1.234    2.998    -0.257 | 20.238    -32.677    0.207
43.964000   19.925    0.498    -0.241    3.000    -1.000 | 20.273    -32.667    0.207
43.988000   32.029    0.801    -0.257    3.000    -0.596 | 20.345    -32.643    0.207
44.012000   9.155    0.229    -0.043    3.000    -0.019 | 20.345    -32.643    0.207
44.040000   21.075    0.527    -0.913    3.000    0.294 | 20.456    -32.597    0.206
44.064000   35.448    0.886    0.725    2.654    -0.447 | 20.514    -32.572    0.205
44.092000   34.391    0.860    0.720    3.000    -0.334 | 20.589    -32.534    0.205
44.120000   27.585    0.690    -2.524    3.000    0.275 | 20.643    -32.501    0.205
44.148000   1.434    0.036    -2.172    3.000    0.053 | 20.712    -32.453    0.205
44.176000   16.743    0.419    -2.970    2.812    -1.000 | 20.760    -32.414    0.204
44.196000   0.515    0.013    -0.838    3.000    -0.325 | 20.805    -32.372    0.204
44.220000   37.648    0.941    -2.824    3.000    -0.390 | 20.833    -32.341    0.204
44.240000   0.824    0.021    -3.000    2.746    -0.877 | 20.833    -32.341    0.204
44.268000   20.631    0.516    1.157    3.000    -0.996 | 20.900    -32.257    0.203
44.288000   6.573    0.164    2.572    2.787    0.407 | 20.946    -32.186    0.203
44.316000   40.000    1.000    -2.713    2.533    -0.529 | 20.946    -32.186    0.203
44.348000   22.765    0.569    -2.426    3.000    0.254 | 21.031    -32.041    0.202
44.368000   17.327    0.433    -3.000    3.000    0.808 | 21.051    -32.006    0.202
44.388000   35.126    0.878    -3.000    3.000    -0.638 | 21.081    -31.954    0.202
44.416000   37.714    0.943    -0.382    2.917    0.603 | 21.108    -31.900    0.202
44.440000   6.735    0.168    -3.000    3.000    0.321 | 21.134    -31.842    0.202
44.464000   17.666    0.442    -2.954    3.000    -0.387 | 21.157    -31.782    0.201
44.484000   15.149    0.379    0.117    1.614    -0.207 | 21.171    -31.742    0.201
44.508000   24.180    0.605    -2.063    2.975    -0.538 | 21.197    -31.659    0.201
44.536000   11.015    0.275    -3.000    2.821    -0.510 | 21.210    -31.617    0.201
44.560000   10.194    0.255    -3.000    2.883    -0.214 | 21.235    -31.534    0.201
44.588000   1.514    0.038    -3.000    2.415    -0.470 | 21.252    -31.473    0.200
44.612000   29.197    0.730    -2.654    3.000    0.001 | 21.270    -31.410    0.200
44.628000   40.000    1.000    -2.252    3.000    -1.000 | 21.288    -31.347    0.200
44.652000   0.000    0.000    -2.861    3.000    -0.982 | 21.307    -31.285    0.200
44.680000   3.140    0.079    -2.617    2.610    0.918 | 21.326    -31.224    0.199
44.708000   18.078    0.452    -3.000    3.000    -1.000 | 21.326    -31.224    0.199
44.736000   0.000    0.000    -0.910    2.741    -0.683 | 21.369    -31.101    0.199
44.756000   7.904    0.198    -3.000    3.000    -0.973 | 21.398    -31.021    0.199
44.776000   30.837    0.771    -2.328    2.865    -0.751 | 21.407    -31.002    0.199
44.800000   22.561    0.564    -3.000    3.000    -0.425 | 21.440    -30.929    0.198
44.820000   0.000    0.000    -3.000    3.000    -0.782 | 21.457    -30.892    0.198
44.848000   10.964    0.274    -3.000    3.000    -0.661 | 21.457    -30.892    0.198
44.872000   36.481    0.912    -2.502    3.000    -0.991 | 21.541    -30.753    0.198
44.896000   40.000    1.000    -1.469    3.000    -0.437 | 21.541    -30.753    0.198
44.924000   13.044    0.326    -2.908    3.000    0.085 | 21.623    -30.655    0.198
44.952000   14.967    0.374    -2.555    2.426    -0.491 | 21.666    -30.606    0.198
44.976000   13.957    0.349    -2.747    2.942    -0.669 | 21.709    -30.556    0.197
44.996000   4.949    0.124    -0.370    3.000    0.065 | 21.754    -30.507    0.197
45.024000   9.954    0.249    0.082    3.000    -0.936 | 21.784    -30.475    0.197
45.052000   38.457    0.961    -2.711    2.915    0.493 | 21.849    -30.414    0.197
45.068000   17.199    0.430    -3.000    2.815    -0.677 | 21.918    -30.355    0.197
45.100000   19.643    0.491    -2.529    2.744    -0.700 | 21.918    -30.355    0.197
45.120000   39.482    0.987    -2.472    3.000    -0.111 | 21.990    -30.301    0.196
45.148000   13.152    0.329    -3.000    3.000    -1.000 | 22.066    -30.247    0.196
45.172000   4.772    0.119    0.169    3.000    -0.523 | 22.104    -30.218    0.196
45.192000   1.344    0.034    -2.396    2.717    -0.922 | 22.161    -30.177    0.195
45.212000   36.313    0.908    -2.770    2.816    -0.923 | 22.197    -30.149    0.195
45.236000   13.606    0.340    -1.567    3.000    -0.321 | 22.272    -30.096    0.195
45.260000   23.647    0.591    -0.475    3.000    -0.940 | 22.308    -30.068    0.195
45.284000   25.744    0.644    -2.512    3.000    -0.098 | 22.308    -30.068    0.195
45.308000   14.426    0.361    -2.368    2.896    -0.826 | 22.438    -29.971    0.195
45.336000   16.872    0.422    0.140    3.000    -0.557 | 22.492    -29.929    0.194
45.364000   24.845    0.621    -2.171    3.000    0.054 | 22.492    -29.929    0.194
45.392000   35.889    0.897    0.847    2.873    -0.358 | 22.601    -29.838    0.194
45.412000   1.024    0.026    -3.000    3.000    0.125 | 22.671    -29.778    0.194
45.428000   10.306    0.258    -2.555    2.957    0.131 | 22.705    -29.749    0.194
45.456000   39.800    0.995    -1.719    3.000    0.770 | 22.738    -29.719    0.194
45.480000   1.000    0.025    -1.000    3.000    1.000 | 22.805    -29.653    0.194
45.504000   14.776    0.369    -2.707    2.803    -0.050 | 22.837    -29.621    0.194
45.528000   9.684    0.242    -2.716    3.000    -0.144 | 22.837    -29.621    0.194
45.552000   40.000    1.000    -3.000    3.000    0.371 | 22.933    -29.526    0.193
45.572000   0.000    0.000    -2.606    3.000    -1.000 | 22.980    -29.478    0.193
45.600000   40.000    1.000    -3.000    3.000    -0.910 | 22.980    -29.478    0.193
45.628000   3.624    0.091    -2.583    2.399    -0.436 | 23.102    -29.353    0.193
45.656000   38.397    0.960    -3.000    2.041    0.637 | 23.145    -29.307    0.193
45.676000   11.419    0.285    -3.000    2.938    -0.403 | 23.172    -29.275    0.193
45.696000   9.033    0.226    -3.000    3.000    0.484 | 23.215    -29.226    0.193
45.720000   0.000    0.000    -3.000    2.556    -0.562 | 23.256    -29.175    0.193
45.744000   36.776    0.919    -3.000    3.000    0.280 | 23.285    -29.141    0.192
45.768000   24.614    0.615    -2.851    3.000    -0.261 | 23.345    -29.072    0.192
45.792000   4.693    0.117    -2.841    3.000    -0.036 | 23.388    -29.020    0.192
45.824000   32.837    0.821    -2.364    2.775    -0.620 | 23.429    -28.969    0.191
45.848000   15.138    0.378    -3.000    3.000    -0.346 | 23.483    -28.903    0.191
45.872000   24.262    0.607    -2.798    3.000    -1.000 | 23.525    -28.852    0.190
45.900000   23.196    0.580    -3.000    2.934    0.530 | 23.583    -28.785    0.190
45.924000   5.754    0.144    -2.894    3.000    0.396 | 23.612    -28.753    0.189
45.948000   18.545    0.464    -3.000    3.000    -0.203 | 23.676    -28.690    0.189
45.976000   2.190    0.055    -2.855    3.000    -0.426 | 23.726    -28.642    0.188
45.992000   39.167    0.979    -3.000    3.000    -0.733 | 23.759    -28.610    0.188
46.012000   9.507    0.238    -2.915    3.000    0.219 | 23.793    -28.578    0.187
46.036000   27.782    0.695    -2.620    2.553    -0.136 | 23.856    -28.516    0.186
46.068000   40.000    1.000    -2.887    3.000    -0.388 | 23.856    -28.516    0.186
46.096000   40.000    1.000    -0.728    2.711    -0.533 | 23.970    -28.412    0.185
46.124000   30.938    0.773    -3.000    3.000    -0.576 | 23.970    -28.412    0.185
46.144000   4.062    0.102    -3.000    3.000    -0.643 | 24.074    -28.326    0.183
46.168000   26.351    0.659    -3.000    2.995    -0.605 | 24.130    -28.284    0.182
46.196000   20.912    0.523    -2.491    3.000    0.657 | 24.204    -28.225    0.181
46.220000   11.186    0.280    -2.776    2.641    -1.000 | 24.239    -28.196    0.181
46.244000   14.016    0.350    -2.275    3.000    -1.000 | 24.291    -28.154    0.180
46.264000   7.292    0.182    -0.919    3.000    0.046 | 24.342    -28.112    0.179
46.288000   0.000    0.000    -3.000    3.000    -0.514 | 24.392    -28.068    0.179
46.312000   0.000    0.000    -1.738    3.000    -0.226 | 24.444    -28.023    0.178
46.340000   32.525    0.813    -3.000    3.000    -0.438 | 24.494    -27.978    0.178
46.368000   17.277    0.432    -2.938    3.000    -0.861 | 24.561    -27.919    0.177
46.392000   12.958    0.324    -3.000    2.662    -0.613 | 24.609    -27.874    0.176
46.416000   17.785    0.445    -3.000    2.983    -0.937 | 24.657    -27.830    0.176
46.440000   0.780    0.019    -2.459    2.504    -0.821 | 24.700    -27.787    0.175
46.464000   12.192    0.305    -3.000    1.042    0.112 | 24.700    -27.787    0.175
46.496000   22.274    0.557    -3.000    3.000    -0.958 | 24.782    -27.699    0.174
46.516000   0.000    0.000    -2.301    -0.119    -0.364 | 24.833    -27.636    0.173
46.540000   32.148    0.804    -2.520    2.618    -0.811 | 24.858    -27.604    0.173
46.564000   15.668    0.392    -3.000    2.645    0.827 | 24.897    -27.558    0.172
46.592000   36.242    0.906    -2.951    3.000    -0.224 | 24.951    -27.494    0.171
46.620000   6.549    0.164    -2.959    3.000    -0.515 | 25.002    -27.428    0.170
46.648000   23.987    0.600    -2.957    3.000    -0.566 | 25.040    -27.380    0.170
46.668000   22.476    0.562    -2.868    3.000    0.010 | 25.065    -27.348    0.169
46.688000   40.000    1.000    -1.255    3.000    0.308 | 25.101    -27.298    0.168
46.716000   26.136    0.653    -3.000    3.000    -0.687 | 25.101    -27.298    0.168
46.740000   31.471    0.787    -3.000    2.537    -0.294 | 25.160    -27.214    0.167
46.764000   1.091    0.027    -2.847    2.884    -0.897 | 25.223    -27.125    0.166
46.788000   12.572    0.314    -2.829    3.000    0.751 | 25.268    -27.071    0.166
46.816000   14.752    0.369    -2.896    3.000    -0.442 | 25.301    -27.035    0.165
46.840000   24.971    0.624    -3.000    2.706    -0.139 | 25.370    -26.964    0.165
46.860000   9.186    0.230    -2.714    3.000    -0.750 | 25.403    -26.931    0.164
46.888000   26.096    0.652    -3.000    2.612    -0.428 | 25.470    -26.867    0.164
46.912000   0.000    0.000    -2.810    3.000    -1.000 | 25.520    -26.819    0.163
46.944000   19.415    0.485    -3.000    2.712    -0.483 | 25.570    -26.772    0.163
46.964000   4.019    0.100    -3.000    3.000    -0.544 | 25.640    -26.710    0.162
46.992000   0.000    0.000    -3.000    3.000    -0.459 | 25.694    -26.663    0.162
47.012000   20.090    0.502    -3.000    3.000    0.816 | 25.730    -26.632    0.162
47.036000   27.395    0.685    -2.925    3.000    -1.000 | 25.766    -26.600    0.162
47.064000   4.311    0.108    -3.000    2.923    -0.243 | 25.833    -26.539    0.161
47.092000   0.000    0.000    -3.000    2.959    0.484 | 25.919    -26.454    0.160
47.116000   4.749    0.119    -2.918    3.000    -0.748 | 25.965    -26.405    0.160
47.140000   0.000    0.000    -2.842    3.000    -0.617 | 25.993    -26.373    0.160
47.160000   39.724    0.993    -2.881    2.750    0.376 | 26.036    -26.326    0.160
47.184000   6.513    0.163    -1.754    2.903    -1.000 | 26.081    -26.280    0.159
47.208000   22.452    0.561    -3.000    2.536    1.000 | 26.126    -26.236    0.159
47.236000   19.988    0.500    -2.359    2.775    0.620 | 26.181    -26.173    0.158
47.260000   0.311    0.008    -2.402    2.830    -1.000 | 26.219    -26.127    0.158
47.284000   4.761    0.119    -2.046    2.925    -0.709 | 26.244    -26.097    0.158
47.308000   31.084    0.777    -2.430    2.866    0.956 | 26.289    -26.035    0.158
47.344000   7.084    0.177    -2.934    2.510    -0.761 | 26.319    -25.987    0.157
47.368000   4.140    0.103    -0.473    2.966    0.384 | 26.361    -25.923    0.157
47.400000   31.983    0.800    -2.958    2.989    -0.056 | 26.361    -25.923    0.157
47.424000   12.148    0.304    -3.000    3.000    0.289 | 26.438    -25.808    0.156
47.452000   12.153    0.304    -3.000    3.000    0.844 | 26.478    -25.742    0.156
47.476000   1.547    0.039    -2.968    2.848    0.967 | 26.506    -25.695    0.156
47.504000   5.761    0.144    -3.000    3.000    0.487 | 26.506    -25.695    0.156
47.528000   23.719    0.593    -3.000    2.911    0.698 | 26.558    -25.596    0.155
47.560000   5.441    0.136    -2.636    2.801    0.597 | 26.593    -25.529    0.155
47.580000   40.000    1.000    -3.000    3.000    -1.000 | 26.603    -25.512    0.155
47.604000   24.828    0.621    -3.000    3.000    0.534 | 26.645    -25.449    0.155
47.624000   7.330    0.183    -2.181    2.723    0.659 | 26.667    -25.417    0.155
47.644000   0.000    0.000    -3.000    3.000    0.573 | 26.700    -25.369    0.155
47.676000   34.867    0.872    -3.000    3.000    0.390 | 26.754    -25.283    0.155
47.700000   9.991    0.250    -2.691    3.000    0.368 | 26.775    -25.251    0.155
47.728000   26.672    0.667    -3.000    3.000    0.344 | 26.775    -25.251    0.155
47.752000   12.222    0.306    -2.345    3.000    0.045 | 26.849    -25.139    0.155
47.772000   8.105    0.203    -3.000    3.000    0.084 | 26.885    -25.093    0.155
47.804000   8.321    0.208    -2.681    3.000    -0.101 | 26.928    -25.047    0.154
47.832000   40.000    1.000    -2.714    3.000    -0.340 | 26.990    -24.988    0.154
47.856000   8.748    0.219    -2.794    2.420    0.824 | 27.037    -24.943    0.154
47.880000   17.453    0.436    -2.932    3.000    1.000 | 27.082    -24.897    0.154
47.908000   30.925    0.773    -3.000    3.000    -0.043 | 27.082    -24.897    0.154
47.928000   40.000    1.000    -2.710    3.000    0.438 | 27.170    -24.808    0.153
47.952000   8.059    0.201    -3.000    2.674    0.417 | 27.227    -24.748    0.153
47.980000   0.000    0.000    -2.664    3.000    -0.287 | 27.227    -24.748    0.153
48.008000   17.431    0.436    -3.000    3.000    -0.307 | 27.317    -24.656    0.153
48.032000   1.007    0.025    -2.949    3.000    0.172 | 27.368    -24.609    0.152
48.056000   8.690    0.217    -3.000    3.000    0.319 | 27.417    -24.561    0.152
48.080000   20.042    0.501    -2.874    2.814    0.824 | 27.417    -24.561    0.152
48.104000   10.672    0.267    -2.877    3.000    -0.262 | 27.497    -24.482    0.152
48.124000   33.143    0.829    -1.679    2.195    0.381 | 27.556    -24.422    0.152
48.148000   4.052    0.101    -3.000    3.000    0.500 | 27.556    -24.422    0.152
48.172000   33.108    0.828    -2.799    3.000    0.647 | 27.625    -24.341    0.152
48.196000   33.703    0.843    -3.000    2.799    0.158 | 27.678    -24.274    0.152
48.220000   33.617    0.840    -2.766    2.674    0.151 | 27.704    -24.239    0.152
48.248000   39.145    0.979    -2.811    3.000    -0.241 | 27.704    -24.239    0.152
48.276000   2.872    0.072    -3.000    1.674    -0.125 | 27.803    -24.098    0.152
48.304000   2.048    0.051    -2.844    2.081    0.478 | 27.826    -24.062    0.152
48.324000   12.290    0.307    -3.000    2.756    -0.302 | 27.859    -24.010    0.152
48.356000   18.730    0.468    -3.000    3.000    0.534 | 27.859    -24.010    0.152
48.384000   7.564    0.189    -2.894    3.000    -0.522 | 27.940    -23.873    0.152
48.404000   25.248    0.631    -2.897    2.898    -0.582 | 27.961    -23.841    0.152
48.428000   0.220    0.005    -2.649    3.000    -0.591 | 28.008    -23.777    0.152
48.456000   0.000    0.000    -2.589    1.999    0.206 | 28.033    -23.746    0.152
48.480000   3.044    0.076    -3.000    3.000    0.305 | 28.084    -23.679    0.152
48.508000   35.619    0.890    -3.000    2.717    -0.286 | 28.109    -23.646    0.152
48.532000   17.622    0.441    -2.906    3.000    0.481 | 28.157    -23.584    0.151
48.560000   17.020    0.425    -3.000    3.000    -0.079 | 28.192    -23.540    0.151
48.580000   14.811    0.370    -3.000    3.000    -0.432 | 28.228    -23.497    0.151
48.608000   10.241    0.256    -3.000    2.796    -0.643 | 28.228    -23.497    0.151
48.632000   10.838    0.271    -2.984    2.411    0.378 | 28.328    -23.398    0.151
48.652000   0.000    0.000    -2.864    3.000    0.645 | 28.344    -23.384    0.151
48.676000   0.431    0.011    -3.000    2.916    -1.000 | 28.424    -23.312    0.151
48.704000   7.700    0.193    -2.172    3.000    0.288 | 28.424    -23.312    0.151
48.724000   10.381    0.260    -3.000    3.000    -0.178 | 28.501    -23.239    0.151
48.744000   7.122    0.178    -3.000    2.963    -0.459 | 28.531    -23.212    0.151
48.772000   9.417    0.235    -3.000    2.799    -0.614 | 28.588    -23.157    0.151
48.796000   40.000    1.000    -2.787    3.000    -0.667 | 28.631    -23.116    0.151
48.820000   11.227    0.281    -3.000    3.000    -1.000 | 28.674    -23.077    0.151
48.844000   6.039    0.151    -2.831    3.000    -1.000 | 28.704    -23.051    0.151
48.864000   4.653    0.116    -2.838    2.850    -0.987 | 28.751    -23.013    0.151
48.888000   8.036    0.201    -1.279    3.000    -0.891 | 28.815    -22.956    0.151
48.912000   2.126    0.053    -2.820    3.000    -0.454 | 28.861    -22.912    0.151
48.940000   0.709    0.018    -0.467    2.739    -0.652 | 28.904    -22.871    0.151
48.964000   4.637    0.116    -2.631    3.000    -0.198 | 28.947    -22.832    0.151
48.988000   36.770    0.919    -0.839    3.000    -1.000 | 28.988    -22.790    0.151
49.016000   21.683    0.542    -3.000    3.000    -0.073 | 29.027    -22.746    0.151
49.040000   9.836    0.246    -2.823    2.784    0.231 | 29.064    -22.705    0.150
49.064000   25.293    0.632    -3.000    2.792    -0.625 | 29.064    -22.705    0.150
49.092000   23.596    0.590    -3.000    2.901    -0.060 | 29.142    -22.622    0.150
49.116000   36.740    0.918    -2.417    3.000    0.667 | 29.181    -22.574    0.150
49.140000   18.431    0.461    -3.000    2.537    -0.984 | 29.218    -22.528    0.150
49.172000   23.997    0.600    -2.745    2.313    0.103 | 29.276    -22.453    0.150
49.192000   22.473    0.562    -2.746    3.000    -0.753 | 29.276    -22.453    0.150
49.212000   37.539    0.938    -3.000    2.867    -1.000 | 29.310    -22.407    0.150
49.232000   0.000    0.000    -3.000    2.920    -0.597 | 29.343    -22.359    0.150
49.256000   24.380    0.609    -3.000    3.000    -1.000 | 29.393    -22.292    0.151
49.284000   10.593    0.265    -3.000    3.000    -0.630 | 29.393    -22.292    0.151
49.308000   20.170    0.504    -2.627    3.000    -0.815 | 29.481    -22.189    0.151
49.344000   36.993    0.925    -3.000    3.000    -0.237 | 29.523    -22.138    0.151
49.368000   0.987    0.025    -2.162    3.000    -0.389 | 29.589    -22.055    0.151
49.392000   26.922    0.673    -2.276    3.000    0.694 | 29.616    -22.022    0.151
49.416000   40.000    1.000    -2.529    2.970    -0.074 | 29.642    -21.989    0.151
49.444000   15.565    0.389    -3.000    3.000    -1.000 | 29.695    -21.922    0.152
49.464000   40.000    1.000    -2.394    3.000    -0.601 | 29.738    -21.873    0.152
49.488000   19.715    0.493    -3.000    2.401    0.074 | 29.783    -21.824    0.152
49.512000   6.686    0.167    -3.000    3.000    -0.465 | 29.830    -21.775    0.152
49.540000   18.206    0.455    -1.096    3.000    -1.000 | 29.830    -21.775    0.152
49.564000   30.190    0.755    -3.000    3.000    -0.739 | 29.921    -21.674    0.153
49.592000   40.000    1.000    -2.434    2.741    -0.077 | 29.980    -21.611    0.153
49.612000   33.625    0.841    -3.000    3.000    -0.904 | 30.025    -21.563    0.153
49.636000   0.000    0.000    -3.000    2.961    0.370 | 30.055    -21.532    0.153
49.660000   16.836    0.421    0.749    2.998    -0.827 | 30.103    -21.485    0.153
49.684000   0.364    0.009    -3.000    3.000    -0.387 | 30.138    -21.455    0.154
49.708000   12.826    0.321    0.264    3.000    0.534 | 30.228    -21.380    0.154
49.728000   0.281    0.007    -2.524    3.000    -1.000 | 30.263    -21.350    0.154
49.752000   32.346    0.809    -3.000    2.699    -0.978 | 30.315    -21.305    0.154
49.780000   15.127    0.378    -3.000    2.992    -1.000 | 30.363    -21.262    0.154
49.808000   3.107    0.078    -1.954    3.000    -0.443 | 30.426    -21.206    0.155
49.836000   17.345    0.434    -2.440    3.000    -0.043 | 30.483    -21.148    0.155
49.860000   2.813    0.070    -0.227    3.000    -0.288 | 30.526    -21.104    0.156
49.884000   30.969    0.774    -3.000    3.000    -0.433 | 30.557    -21.076    0.156
49.904000   0.000    0.000    2.069    2.592    -0.150 | 30.586    -21.047    0.156
49.932000   36.907    0.923    -3.000    2.939    -0.227 | 30.646    -20.986    0.157
49.952000   40.000    1.000    -1.645    2.732    -0.696 | 30.703    -20.924    0.157
49.980000   31.398    0.785    -1.232    2.798    0.596 | 30.743    -20.877    0.158
50.004000   9.389    0.235    -3.000    3.000    -0.161 | 30.768    -20.847    0.158
50.028000   15.128    0.378    -2.535    3.000    0.360 | 30.817    -20.784    0.159
50.052000   35.374    0.884    -2.007    3.000    0.930 | 30.817    -20.784    0.159
50.080000   0.000    0.000    -2.383    3.000    -0.193 | 30.885    -20.683    0.160
50.104000   38.603    0.965    -2.366    3.000    -0.130 | 30.908    -20.647    0.160
50.132000   0.160    0.004    -2.744    2.737    -0.620 | 30.956    -20.577    0.161
50.156000   19.220    0.480    -2.592    3.000    0.821 | 31.001    -20.506    0.162
50.180000   10.694    0.267    -3.000    2.842    -1.000 | 31.021    -20.472    0.162
50.200000   12.559    0.314    -2.378    3.000    0.924 | 31.051    -20.422    0.163
50.228000   40.000    1.000    -2.030    3.000    -0.151 | 31.086    -20.355    0.164
50.252000   15.936    0.398    -2.943    3.000    0.486 | 31.103    -20.321    0.164
50.284000   37.257    0.931    -3.000    3.000    1.000 | 31.142    -20.236    0.165
50.312000   11.439    0.286    -2.512    3.000    0.258 | 31.167    -20.184    0.166
50.336000   40.000    1.000    -2.682    3.000    0.521 | 31.193    -20.131    0.166
50.360000   40.000    1.000    -3.000    3.000    -0.041 | 31.218    -20.076    0.167
50.384000   25.203    0.630    -2.046    2.995    -0.620 | 31.241    -20.021    0.167
50.404000   18.519    0.463    -3.000    2.706    -0.478 | 31.256    -19.984    0.168
50.436000   11.230    0.281    -3.000    3.000    0.410 | 31.282    -19.912    0.168
50.456000   23.113    0.578    -3.000    3.000    0.419 | 31.305    -19.837    0.169
50.484000   0.000    0.000    0.709    3.000    -0.942 | 31.316    -19.799    0.170
50.500000   0.000    0.000    -2.982    3.000    0.451 | 31.328    -19.759    0.170
50.524000   23.701    0.593    -2.632    3.000    0.732 | 31.328    -19.759    0.170
50.552000   13.586    0.340    -3.000    3.000    -0.694 | 31.386    -19.620    0.171
50.580000   17.332    0.433    0.219    3.000    -0.930 | 31.412    -19.563    0.172
50.604000   10.195    0.255    -2.880    3.000    -0.490 | 31.429    -19.528    0.172
50.628000   40.000    1.000    -3.000    3.000    -0.473 | 31.462    -19.459    0.172
50.652000   27.780    0.694    -3.000    2.877    -0.856 | 31.486    -19.407    0.173
50.680000   15.515    0.388    -2.929    3.000    0.083 | 31.530    -19.315    0.173
50.704000   37.695    0.942    -3.000    2.987    0.569 | 31.549    -19.281    0.173
50.728000   3.840    0.096    -3.000    3.000    1.000 | 31.580    -19.229    0.173
50.756000   40.000    1.000    -3.000    2.769    0.618 | 31.613    -19.177    0.173
50.784000   9.391    0.235    -0.819    3.000    -0.966 | 31.658    -19.107    0.174
50.804000   29.515    0.738    -0.597    2.981    -0.013 | 31.702    -19.040    0.174
50.828000   31.759    0.794    -3.000    2.417    -0.694 | 31.702    -19.040    0.174
50.848000   40.000    1.000    -2.344    3.000    -0.816 | 31.757    -18.956    0.174
50.872000   20.067    0.502    -2.127    3.000    0.381 | 31.777    -18.922    0.174
50.900000   10.000    0.250    -2.988    3.000    -0.564 | 31.821    -18.852    0.174
50.928000   38.019    0.950    -1.516    2.860    0.146 | 31.872    -18.780    0.174
50.952000   0.000    0.000    -2.850    3.000    0.798 | 31.900    -18.742    0.173
50.976000   22.248    0.556    -2.144    3.000    0.297 | 31.955    -18.667    0.173
51.000000   32.258    0.806    -2.929    3.000    0.242 | 31.982    -18.629    0.173
51.028000   4.700    0.117    -0.987    2.792    0.751 | 32.034    -18.556    0.172
51.052000   22.512    0.563    -2.958    3.000    0.256 | 32.070    -18.503    0.172
51.076000   8.599    0.215    -2.584    3.000    0.274 | 32.093    -18.466    0.171
51.104000   40.000    1.000    -2.923    2.654    0.700 | 32.138    -18.395    0.171
51.124000   5.652    0.141    -2.915    2.775    0.856 | 32.174    -18.341    0.170
51.152000   4.700    0.117    -3.000    3.000    -0.430 | 32.210    -18.286    0.170
51.176000   9.537    0.238    -3.000    2.621    -0.951 | 32.256    -18.212    0.170
51.204000   8.566    0.214    -2.788    2.798    0.865 | 32.277    -18.175    0.170
51.232000   40.000    1.000    -2.512    3.000    0.101 | 32.319    -18.105    0.169
51.264000   16.524    0.413    -2.109    2.804    -0.048 | 32.354    -18.037    0.169
51.292000   19.213    0.480    0.881    3.000    -0.996 | 32.387    -17.972    0.169
51.316000   40.000    1.000    -2.903    3.000    -0.903 | 32.413    -17.922    0.169
51.344000   33.973    0.849    -2.189    2.860    0.676 | 32.452    -17.854    0.169
51.368000   16.508    0.413    -2.126    2.835    0.477 | 32.480    -17.801    0.169
51.392000   5.209    0.130    -2.625    3.000    -0.849 | 32.499    -17.766    0.169
51.416000   30.221    0.756    -3.000    3.000    -0.682 | 32.535    -17.694    0.169
51.436000   0.000    0.000    -3.000    3.000    1.000 | 32.543    -17.675    0.169
51.464000   40.000    1.000    -3.000    3.000    -0.272 | 32.581    -17.585    0.169
51.488000   1.828    0.046    -2.378    2.929    -0.427 | 32.601    -17.531    0.169
51.516000   5.142    0.129    -2.823    2.784    -0.014 | 32.622    -17.475    0.169
51.544000   33.322    0.833    -1.664    2.656    -0.083 | 32.647    -17.419    0.169
51.568000   28.355    0.709    -2.937    2.298    1.000 | 32.685    -17.346    0.169
51.592000   34.169    0.854    -2.570    3.000    0.553 | 32.714    -17.293    0.169
51.616000   36.116    0.903    -3.000    0.609    -0.627 | 32.732    -17.259    0.169
51.640000   1.468    0.037    -3.000    3.000    -0.323 | 32.759    -17.207    0.169
51.664000   14.305    0.358    -2.822    3.000    -0.392 | 32.759    -17.207    0.169
51.692000   40.000    1.000    -2.034    2.968    0.968 | 32.818    -17.078    0.169
51.716000   35.908    0.898    -2.988    3.000    0.071 | 32.846    -17.017    0.168
51.736000   33.990    0.850    -3.000    3.000    -0.044 | 32.878    -16.957    0.168
51.760000   24.346    0.609    -3.000    3.000    -0.899 | 32.897    -16.916    0.168
51.780000   19.118    0.478    -3.000    2.333    -0.491 | 32.925    -16.852    0.168
51.804000   15.404    0.385    -2.741    2.471    0.225 | 32.950    -16.786    0.168
51.832000   0.836    0.021    -1.008    3.000    -0.658 | 32.978    -16.697    0.167
51.864000   32.281    0.807    -2.956    3.000    0.016 | 32.991    -16.652    0.167
51.884000   23.204    0.580    -3.000    3.000    -0.737 | 33.031    -16.538    0.167
51.912000   23.972    0.599    -3.000    3.000    0.305 | 33.059    -16.472    0.167
51.940000   10.932    0.273    -3.000    3.000    0.988 | 33.086    -16.406    0.166
